county,2019,2020,2021
Allamakee,47,182,49,538,53,807
Appanoose,39,600,43,053,46,396
Audubon,50,982,53,279,62,773
Benton,54,238,57,560,63,072
Black Hawk,45,649,48,983,51,911
Boone,48,103,51,104,54,521
Bremer,50,742,54,062,57,876
Buchanan,49,864,52,527,57,200
Buena Vista,42,807,45,550,49,006
Butler,46,956,49,855,57,604
Calhoun,47,897,50,233,57,289
Carroll,52,526,54,851,60,290
Cass,47,870,50,517,55,056
Cedar,54,246,56,933,63,197
Cerro Gordo,50,012,53,478,56,955
Cherokee,55,059,56,063,61,661
Chickasaw,55,454,58,687,64,737
Clarke,39,227,42,923,45,292
Clay,50,798,54,344,59,187
Clayton,51,664,55,732,59,656
Clinton,45,194,48,420,52,308
Crawford,43,143,45,659,51,690
Dallas,67,860,70,341,73,673
Davis,39,716,41,318,44,337
Decatur,35,998,38,817,42,171
Delaware,49,412,52,538,57,097
Des Moines,50,450,53,254,56,425
Dickinson,61,429,63,560,69,628
Dubuque,50,370,53,684,56,782
Emmet,44,863,45,761,51,890
Fayette,44,047,47,074,51,226
Floyd,47,223,49,861,56,044
Franklin,47,999,50,950,59,466
Fremont,49,423,53,171,59,090
Greene,48,302,52,189,58,799
Grundy,51,873,55,698,62,531
Guthrie,52,384,57,366,63,098
Hamilton,51,007,50,276,58,126
Hancock,51,271,52,914,61,201
Hardin,48,055,49,955,56,678
Harrison,46,305,48,857,55,468
Henry,42,438,45,033,49,117
Howard,47,764,51,067,58,411
Humboldt,49,608,51,870,56,985
Ida,51,541,57,586,65,824
Iowa,53,104,56,741,62,485
Jackson,45,647,49,345,53,777
Jasper,43,206,46,341,50,190
Jefferson,47,875,50,955,55,900
Johnson,54,734,57,009,59,592
Jones,45,074,48,104,51,576
Keokuk,45,012,48,468,52,878
Kossuth,50,626,52,736,60,595
Lee,42,384,45,316,48,394
Linn,53,212,56,373,59,294
Louisa,43,840,45,420,50,885
Lucas,41,923,44,451,47,774
Lyon,56,964,56,596,61,551
Madison,50,472,53,555,57,263
Mahaska,43,318,45,828,49,933
Marion,50,249,53,316,56,989
Marshall,43,213,47,059,50,776
Mills,59,887,61,481,66,042
Mitchell,63,627,58,720,63,605
Monona,46,043,49,494,57,720
Monroe,46,202,49,319,52,821
Montgomery,41,310,44,375,48,436
Muscatine,48,011,50,326,53,861
O'Brien,53,495,55,875,61,882
Osceola,48,717,48,976,55,063
Page,42,502,47,231,52,069
Palo Alto,51,403,49,216,56,973
Plymouth,55,352,56,761,63,214
Pocahontas,51,094,49,941,57,640
Polk,54,144,57,947,60,799
Pottawattamie,45,147,47,935,51,370
Poweshiek,45,330,49,442,53,996
Ringgold,48,483,51,565,57,317
Sac,57,210,56,444,65,620
Scott,54,281,57,360,60,349
Shelby,51,643,54,408,61,414
Sioux,52,420,54,716,57,558
Story,43,682,45,618,47,923
Tama,45,708,51,211,58,311
Taylor,43,591,46,861,54,870
Union,41,442,43,838,48,291
Van Buren,40,622,42,312,47,655
Wapello,39,029,42,551,44,912
Warren,52,136,54,617,57,847
Washington,60,809,59,627,65,299
Wayne,42,092,45,248,50,859
Webster,45,717,47,734,51,331
Winnebago,41,580,44,867,50,769
Winneshiek,50,096,54,556,58,872
Woodbury,43,943,46,975,50,607
Worth,41,759,45,956,53,342
Wright,47,573,48,666,56,543
Kansas,52,876,55,974,58,924
Allen,42,470,45,635,49,326
Anderson,39,916,45,567,52,810
Atchison,38,631,42,396,44,710
Barber,44,905,51,763,56,193
Barton,49,043,51,237,53,532
Bourbon,41,958,45,653,47,885
Brown,45,399,48,769,51,906
Butler,47,729,49,703,51,643
Chase,53,672,63,086,64,717
Chautauqua,39,345,42,504,45,394
Cherokee,42,630,48,048,51,492
Cheyenne,45,782,56,260,65,154
Clark,53,878,58,136,59,045
Clay,43,108,47,886,50,592
Cloud,38,962,44,057,47,195
Coffey,51,433,56,637,58,867
Comanche,41,773,48,194,54,928
Cowley,39,547,42,623,44,888
Crawford,39,049,42,668,45,046
Decatur,44,564,54,249,58,270
Dickinson,42,596,46,708,49,255
Doniphan,42,529,46,313,48,727
Douglas,46,612,49,290,51,703
Edwards,51,294,61,594,68,555
Elk,39,408,42,831,47,485
Ellis,46,980,50,491,53,348
Ellsworth,43,841,45,169,47,749
Finney,41,216,44,599,47,523
Ford,38,753,43,865,47,052
Franklin,43,532,46,307,49,652
Geary,46,393,48,695,52,135
Gove,55,480,63,850,69,011
Graham,49,894,55,636,62,383
Grant,41,606,43,389,43,192
Gray,59,155,64,323,64,859
Greeley,60,821,83,743,93,667
Greenwood,41,624,46,373,49,675
Hamilton,53,795,72,299,71,468
Harper,51,444,57,680,61,799
Harvey,44,381,47,580,49,642
Haskell,53,293,62,329,70,901
Hodgeman,55,828,65,216,67,659
Jackson,43,615,47,644,50,620
Jefferson,46,591,49,792,52,892
Jewell,48,311,56,799,60,881
Johnson,78,728,81,020,84,535
Kearny,50,533,60,667,65,779
Kingman,43,106,48,832,52,283
Kiowa,41,216,51,912,57,085
Labette,42,606,46,796,49,538
Lane,63,880,69,724,75,517
Leavenworth,44,445,46,742,49,330
Lincoln,46,040,54,756,56,308
Linn,41,329,45,515,48,383
Logan,48,342,58,592,63,461
Lyon,39,896,44,157,46,177
McPherson,52,871,55,947,57,951
Marion,42,134,46,843,49,005
Marshall,42,940,48,437,50,995
Meade,59,202,67,486,74,713
Miami,50,184,53,526,56,719
Mitchell,61,496,70,316,71,245
Montgomery,37,622,40,841,43,689
Morris,45,012,51,167,52,926
Morton,42,126,49,035,58,423
Nemaha,50,709,57,969,60,858
Neosho,40,964,44,751,47,902
Ness,54,381,60,791,66,087
Norton,41,323,48,656,51,714
Osage,42,907,47,130,50,353
Osborne,47,061,51,497,55,815
Ottawa,41,724,46,244,50,373
Pawnee,42,043,45,468,48,441
Phillips,54,479,59,484,64,720
Pottawatomie,53,487,57,035,59,324
Pratt,48,718,53,421,58,092
Rawlins,56,351,69,786,80,389
Reno,41,805,45,089,47,918
Republic,42,880,47,678,49,342
Rice,43,831,46,852,47,894
Riley,43,570,46,108,47,764
Rooks,39,050,45,289,49,795
Rush,51,318,59,414,62,819
Russell,46,055,49,781,53,679
Saline,51,219,53,147,56,258
Scott,52,615,58,451,60,794
Sedgwick,53,263,55,122,57,713
Seward,37,214,41,839,44,209
Shawnee,47,495,51,008,54,066
Sheridan,46,978,56,134,56,735
Sherman,41,364,48,809,52,785
Smith,46,726,56,231,58,450
Stafford,46,008,49,991,52,643
Stanton,69,728,85,360,94,353
Stevens,44,013,50,989,52,345
Sumner,41,457,45,362,48,658
Thomas,47,126,50,599,51,579
Trego,48,789,56,758,61,938
Wabaunsee,51,977,55,142,58,400
Wallace,51,437,59,431,61,727
Washington,45,422,52,942,54,905
Wichita,60,081,58,891,59,792
Wilson,41,246,45,110,47,962
Woodson,38,265,42,420,47,014
Wyandotte,33,693,36,422,39,143
Kentucky,43,875,47,525,51,266
Adair,33,442,37,409,41,385
Allen,34,703,37,077,40,682
Anderson,39,315,42,309,45,331
Ballard,41,576,45,690,50,888
Barren,37,317,40,241,43,678
Bath,30,954,34,299,37,710
Bell,32,028,37,095,41,763
Boone,50,245,53,445,56,759
Bourbon,49,887,51,145,55,087
Boyd,39,064,42,757,46,039
Boyle,39,831,43,226,46,181
Bracken,37,799,41,421,44,913
Breathitt,31,692,35,222,39,754
Breckinridge,35,521,39,121,42,724
Bullitt,43,527,46,834,50,169
Butler,35,840,39,306,43,937
Caldwell,35,646,40,176,44,963
Calloway,38,546,42,036,44,116
Campbell,51,621,55,115,58,701
Carlisle,43,968,46,005,52,638
Carroll,37,994,41,578,45,317
Carter,31,838,36,134,39,323
Casey,32,161,36,825,40,837
Christian,38,150,41,809,45,643
Clark,40,588,44,012,47,411
Clay,29,956,34,389,39,099
Clinton,34,470,39,474,44,613
Crittenden,36,023,39,704,43,616
Cumberland,39,701,46,156,51,001
Daviess,42,708,46,394,50,079
Edmonson,34,947,37,853,41,099
Elliott,23,319,27,154,29,572
Estill,32,896,36,458,40,235
Fayette,52,888,56,482,59,987
Fleming,34,269,38,609,41,490
Floyd,36,589,39,909,44,198
Franklin,43,203,46,755,49,985
Fulton,32,318,35,844,41,650
Gallatin,34,869,38,764,42,255
Garrard,36,992,40,329,43,418
Grant,38,185,41,934,45,039
Graves,39,257,42,632,47,933
Grayson,35,283,39,577,42,043
Green,35,209,39,385,42,768
Greenup,40,705,44,283,47,675
Hancock,39,821,42,781,46,528
Hardin,44,708,48,193,51,525
Harlan,30,406,34,304,39,123
Harrison,37,622,41,120,43,811
Hart,34,111,36,774,40,257
Henderson,41,157,45,247,49,580
Henry,41,062,44,800,48,943
Hickman,41,845,42,155,54,685
Hopkins,40,078,42,536,46,673
Jackson,30,843,34,343,38,055
Jefferson,53,360,57,290,61,474
Jessamine,48,173,51,543,55,040
Johnson,33,813,37,208,41,110
Kenton,58,804,63,533,67,808
Knott,32,172,36,448,41,185
Knox,30,709,35,312,39,901
Larue,37,766,41,291,45,069
Laurel,33,602,37,362,41,037
Lawrence,31,541,34,590,38,139
Lee,28,856,32,876,36,847
Leslie,31,744,35,932,40,852
Letcher,31,543,35,818,40,315
Lewis,32,115,36,513,40,075
Lincoln,33,872,37,441,40,880
Livingston,39,641,44,169,47,052
Logan,37,418,40,765,45,732
Lyon,35,856,39,460,41,762
McCracken,47,619,52,296,56,089
McCreary,26,951,31,370,35,811
McLean,39,711,41,707,50,679
Madison,36,997,40,275,42,808
Magoffin,34,157,39,470,43,913
Marion,37,396,40,610,43,909
Marshall,42,695,46,261,48,292
Martin,28,512,32,984,35,932
Mason,40,268,44,145,47,927
Meade,39,859,43,040,46,893
Menifee,33,644,37,592,41,028
Mercer,37,023,39,945,43,163
Metcalfe,31,241,34,628,38,284
Monroe,35,242,39,461,44,045
Montgomery,36,140,39,770,42,710
Morgan,27,348,30,732,33,208
Muhlenberg,34,740,37,023,40,634
Nelson,44,046,47,852,51,367
Nicholas,34,420,37,934,41,414
Ohio,33,468,36,448,41,201
Oldham,66,002,68,532,73,110
Owen,33,300,36,536,39,661
Owsley,33,966,39,487,45,731
Pendleton,45,918,46,909,51,933
Perry,35,367,39,558,44,108
Pike,35,348,39,062,42,691
Powell,30,680,34,947,37,993
Pulaski,38,839,42,524,46,607
Robertson,33,465,38,772,41,155
Rockcastle,33,647,37,428,41,290
Rowan,31,789,34,847,37,769
Russell,37,957,41,673,45,383
Scott,46,155,49,207,52,325
Shelby,48,177,51,798,55,471
Simpson,37,210,40,876,44,178
Spencer,47,187,50,240,53,915
Taylor,35,200,39,022,41,752
Todd,39,044,41,776,46,946
Trigg,40,074,43,726,47,026
Trimble,40,013,43,854,47,815
Union,38,529,43,417,49,499
Warren,38,686,41,516,43,812
Washington,38,865,42,401,45,807
Wayne,30,300,34,737,38,628
Webster,39,708,41,820,48,336
Whitley,34,631,38,398,42,266
Wolfe,33,886,39,286,45,286
Woodford,53,587,56,003,59,860
Louisiana,47,668,50,809,54,217
Acadia,39,740,43,800,45,805
Allen,38,723,41,335,42,949
Ascension,52,409,55,067,58,566
Assumption,50,156,52,452,56,352
Avoyelles,38,845,42,588,45,777
Beauregard,44,208,47,500,50,015
Bienville,39,088,42,743,46,442
Bossier,45,177,48,685,51,970
Caddo,49,516,53,120,57,420
Calcasieu,45,824,47,033,50,775
Caldwell,35,695,39,210,42,049
Cameron,57,177,58,059,63,384
Catahoula,35,868,40,839,43,386
Claiborne,37,546,40,076,43,953
Concordia,34,181,39,748,43,299
De Soto,44,449,47,201,51,447
East Baton Rouge,51,846,55,983,59,352
East Carroll,31,647,36,557,39,981
East Feliciana,41,686,44,155,47,562
Evangeline,34,441,39,226,42,109
Franklin,33,029,37,627,40,589
Grant,32,122,35,264,37,764
Iberia,40,679,43,961,47,594
Iberville,45,244,49,075,52,930
Jackson,35,609,39,074,43,272
Jefferson,51,166,54,927,58,284
Jefferson Davis,42,421,45,304,46,922
Lafayette,50,776,54,881,57,674
Lafourche,45,735,47,063,49,614
LaSalle,34,187,36,200,37,546
Lincoln,39,954,42,437,45,588
Livingston,43,706,45,974,48,854
Madison,34,545,41,229,44,828
Morehouse,37,252,41,664,44,860
Natchitoches,41,188,43,373,46,579
Orleans,54,357,58,233,62,249
Ouachita,40,088,43,726,46,804
Plaquemines,47,781,51,841,55,108
Pointe Coupee,50,714,54,571,58,807
Rapides,46,088,50,556,54,153
Red River,46,244,50,003,54,964
Richland,38,869,42,971,45,736
Sabine,38,645,41,254,45,105
St. Bernard,36,192,39,448,42,310
St. Charles,50,312,53,773,56,921
St. Helena,42,128,46,176,50,554
St. James,54,886,57,847,61,471
St. John the Baptist,41,980,45,407,49,045
St. Landry,41,829,45,734,49,358
St. Martin,39,827,43,012,46,248
St. Mary,41,049,45,507,49,034
St. Tammany,69,471,66,999,71,361
Tangipahoa,40,912,44,234,47,076
Tensas,41,300,46,399,50,669
Terrebonne,43,385,46,751,49,612
Union,42,278,45,030,49,647
Vermilion,41,032,43,670,46,494
Vernon,41,732,44,514,47,307
Washington,35,745,38,878,42,225
Webster,42,116,46,378,49,944
West Baton Rouge,48,301,51,864,54,404
West Carroll,34,982,41,431,43,241
West Feliciana,40,309,42,753,45,199
Winn,39,040,43,630,47,071
Maine,50,728,54,912,58,484
Androscoggin,42,075,46,144,49,766
Aroostook,42,725,47,070,49,883
Cumberland,64,975,69,624,73,972
Franklin,40,801,44,219,47,206
Hancock,53,152,56,977,60,105
Kennebec,46,421,50,530,53,658
Knox,53,097,56,532,59,420
Lincoln,52,586,55,972,59,613
Oxford,39,353,42,694,45,332
Penobscot,43,086,47,574,50,480
Piscataquis,40,332,45,711,48,987
Sagadahoc,52,027,56,312,59,843
Somerset,39,371,43,610,46,860
Waldo,44,788,48,538,51,757
Washington,42,051,46,891,49,280
York,54,335,58,085,62,355
Maryland,62,313,65,685,69,817
Allegany,41,720,45,070,47,347
Anne Arundel,68,225,72,003,76,059
Baltimore,61,459,65,502,69,561
Calvert,63,780,66,872,70,690
Caroline,46,197,48,287,53,549
Carroll,62,251,65,635,69,397
Cecil,49,070,51,681,55,293
Charles,56,518,60,334,63,939
Dorchester,46,221,49,363,54,075
Frederick,62,317,65,338,68,704
Garrett,46,295,49,772,53,008
Harford,59,333,62,868,66,633
Howard,78,013,82,041,86,380
Kent,59,791,63,494,67,648
Montgomery,86,039,87,507,92,740
Prince George's,47,269,51,300,54,916
Queen Anne's,68,447,71,470,75,811
St. Mary's,58,853,61,874,65,762
Somerset,31,463,33,037,37,395
Talbot,75,466,80,052,84,695
Washington,46,141,49,510,52,897
Wicomico,40,580,43,648,46,893
Worcester,57,078,60,440,63,811
Baltimore City,50,073,54,153,58,556
Massachusetts,73,213,78,388,83,653
Barnstable,74,107,79,136,83,191
Berkshire,56,861,61,586,65,050
Bristol,55,047,61,116,64,924
Dukes,79,853,81,631,86,341
Essex,68,305,73,101,78,093
Franklin,56,241,60,297,63,366
Hampden,53,167,58,071,61,522
Hampshire,54,754,58,133,60,717
Middlesex,87,174,92,013,98,523
Nantucket,96,986,93,793,101,902
Norfolk,93,360,97,787,104,059
Plymouth,69,610,75,025,79,817
Suffolk,83,428,90,941,98,644
Worcester,56,730,61,577,65,793
Michigan,49,142,53,388,56,494
Alcona,41,782,46,504,49,262
Alger,35,126,39,479,42,171
Allegan,46,130,50,402,53,375
Alpena,40,817,45,497,48,428
Antrim,49,163,53,579,55,759
Arenac,39,779,44,841,47,470
Baraga,34,669,39,616,41,772
Barry,46,199,49,975,52,951
Bay,43,230,47,430,50,396
Benzie,47,113,52,273,54,684
Berrien,49,735,54,303,59,656
Branch,37,279,41,384,45,325
Calhoun,40,497,44,796,47,789
Cass,45,827,51,045,56,042
Charlevoix,53,854,59,153,62,505
Cheboygan,40,691,45,719,48,078
Chippewa,35,733,40,410,42,943
Clare,34,775,38,991,40,710
Clinton,48,051,51,861,54,719
Crawford,37,722,42,782,44,116
Delta,40,047,44,204,46,524
Dickinson,46,741,50,975,55,335
Eaton,43,887,47,981,50,743
Emmet,58,421,63,571,66,826
Genesee,42,141,46,371,49,399
Gladwin,38,377,41,637,44,068
Gogebic,42,173,46,469,48,705
Grand Traverse,52,710,57,453,60,388
Gratiot,36,244,40,793,43,249
Hillsdale,35,908,39,486,42,365
Houghton,37,044,40,803,43,809
Huron,45,222,52,150,55,774
Ingham,42,183,46,669,49,608
Ionia,34,416,38,396,40,849
Iosco,39,258,44,079,46,918
Iron,44,218,47,339,49,653
Isabella,39,018,43,582,45,657
Jackson,39,775,44,152,47,503
Kalamazoo,50,835,54,954,58,524
Kalkaska,36,560,41,541,43,609
Kent,54,507,58,706,61,852
Keweenaw,50,936,56,579,59,593
Lake,33,362,37,938,38,989
Lapeer,44,648,49,285,52,034
Leelanau,70,525,75,114,78,457
Lenawee,40,377,44,112,46,929
Livingston,59,309,62,640,65,883
Luce,35,772,41,624,43,526
Mackinac,44,726,50,473,53,230
Macomb,47,350,51,798,54,258
Manistee,40,528,44,375,46,489
Marquette,40,494,44,933,47,870
Mason,41,900,46,365,48,733
Mecosta,37,154,41,440,44,177
Menominee,41,962,45,802,48,873
Midland,54,951,58,544,62,055
Missaukee,36,752,41,488,43,609
Monroe,47,726,50,472,53,509
Montcalm,34,438,38,314,40,592
Montmorency,38,520,43,272,43,331
Muskegon,39,646,44,159,46,701
Newaygo,38,065,42,134,44,597
Oakland,72,614,77,030,80,962
Oceana,39,469,43,760,46,015
Ogemaw,34,956,39,841,42,781
Ontonagon,40,398,45,324,47,563
Osceola,39,164,43,341,45,167
Oscoda,34,885,37,619,39,929
Otsego,41,441,46,664,49,320
Ottawa,49,800,53,507,56,076
Presque Isle,40,274,44,888,47,138
Roscommon,38,065,42,721,44,518
Saginaw,42,114,46,419,49,274
St. Clair,45,733,50,390,52,805
St. Joseph,38,688,43,372,46,199
Sanilac,38,325,44,249,47,144
Schoolcraft,41,573,46,639,49,103
Shiawassee,40,570,44,809,47,525
Tuscola,37,522,42,155,44,908
Van Buren,41,782,45,781,48,770
Washtenaw,61,447,64,636,68,688
Wayne,43,271,47,533,50,610
Wexford,37,886,41,937,44,697
Minnesota,58,543,62,240,66,280
Aitkin,42,044,46,856,49,255
Anoka,52,820,56,014,59,397
Becker,48,118,51,710,56,147
Beltrami,43,165,47,241,50,833
Benton,45,691,49,675,53,214
Big Stone,49,836,58,966,64,816
Blue Earth,45,468,49,109,51,834
Brown,52,840,57,177,60,615
Carlton,43,646,46,796,49,797
Carver,73,785,76,137,80,562
Cass,47,869,51,803,56,491
Chippewa,48,039,52,027,57,395
Chisago,51,197,54,113,57,574
Clay,43,312,47,440,51,260
Clearwater,46,005,51,893,54,687
Cook,53,157,56,400,59,112
Cottonwood,44,993,54,800,58,229
Crow Wing,46,170,49,561,54,260
Dakota,61,297,64,089,67,927
Dodge,47,126,52,462,56,410
Douglas,51,776,55,854,59,909
Faribault,42,468,49,095,54,496
Fillmore,43,899,49,006,51,972
Freeborn,44,984,49,480,53,790
Goodhue,54,665,57,401,60,933
Grant,45,510,53,681,57,261
Hennepin,76,905,80,429,85,505
Houston,51,628,55,330,59,140
Hubbard,50,828,53,768,57,111
Isanti,46,713,49,721,53,189
Itasca,45,393,48,240,51,563
Jackson,52,652,60,415,63,311
Kanabec,44,473,49,721,51,935
Kandiyohi,52,094,55,811,58,345
Kittson,46,733,63,269,67,536
Koochiching,46,188,49,257,52,256
Lac qui Parle,49,909,58,221,65,109
Lake,47,886,50,311,53,868
Lake of the Woods,54,841,56,693,61,309
Le Sueur,50,203,54,455,58,146
Lincoln,46,805,51,669,57,110
Lyon,49,751,55,067,58,433
McLeod,48,098,52,942,56,689
Mahnomen,34,548,41,569,47,898
Marshall,50,621,63,411,68,963
Martin,51,498,55,701,61,216
Meeker,45,003,49,515,53,728
Mille Lacs,43,509,47,312,50,104
Morrison,41,933,47,136,50,229
Mower,46,076,50,565,55,320
Murray,52,874,62,101,63,623
Nicollet,50,427,53,688,56,992
Nobles,43,841,52,093,54,479
Norman,37,092,49,702,56,502
Olmsted,58,724,62,179,65,959
Otter Tail,47,353,51,840,55,698
Pennington,54,201,59,713,65,416
Pine,39,550,43,572,45,538
Pipestone,53,252,58,005,61,106
Polk,46,566,53,803,58,682
Pope,50,080,55,881,60,173
Ramsey,54,587,58,217,62,594
Red Lake,49,604,57,090,65,147
Redwood,52,951,60,667,63,700
Renville,47,453,56,369,61,406
Rice,45,230,48,412,51,545
Rock,48,827,56,690,57,744
Roseau,47,177,54,279,60,337
St. Louis,48,188,51,537,55,303
Scott,62,909,65,602,69,243
Sherburne,49,291,52,201,55,341
Sibley,47,861,53,512,58,242
Stearns,48,925,53,151,56,711
Steele,46,534,50,483,55,176
Stevens,47,917,56,612,58,335
Swift,46,446,53,559,58,433
Todd,42,688,43,743,47,069
Traverse,49,390,68,763,73,574
Wabasha,50,078,55,622,58,382
Wadena,39,290,43,488,46,380
Waseca,41,646,47,174,50,409
Washington,69,775,72,430,76,733
Watonwan,44,416,50,842,55,899
Wilkin,48,502,58,334,65,570
Winona,49,315,53,431,56,240
Wright,52,363,55,217,58,756
Yellow Medicine,54,679,60,552,65,068
Mississippi,39,445,42,716,45,881
Adams,36,413,39,621,42,911
Alcorn,38,576,41,396,44,255
Amite,33,523,35,618,39,407
Attala,35,013,39,450,42,044
Benton,34,858,37,877,41,767
Bolivar,37,303,41,211,46,512
Calhoun,35,831,40,299,43,222
Carroll,37,776,41,232,44,908
Chickasaw,36,094,39,510,41,179
Choctaw,34,454,37,992,40,804
Claiborne,31,375,34,891,37,833
Clarke,38,328,41,601,43,918
Clay,39,833,43,638,46,228
Coahoma,37,003,41,488,44,714
Copiah,33,613,36,223,39,166
Covington,38,557,39,134,45,169
DeSoto,44,019,47,078,50,982
Forrest,36,994,40,216,42,853
Franklin,35,908,38,685,40,443
George,34,072,38,208,39,807
Greene,28,265,30,485,33,133
Grenada,35,452,38,553,41,935
Hancock,38,155,41,867,44,776
Harrison,38,492,42,037,44,551
Hinds,40,535,44,415,47,413
Holmes,29,433,33,280,36,339
Humphreys,34,551,39,903,43,981
Issaquena,24,805,32,026,34,832
Itawamba,35,790,39,016,41,579
Jackson,38,894,42,163,44,945
Jasper,41,047,41,334,46,041
Jefferson,33,929,37,139,40,349
Jefferson Davis,29,943,32,452,36,241
Jones,39,102,41,022,44,494
Kemper,32,026,36,166,38,314
Lafayette,43,373,45,615,47,824
Lamar,41,585,44,325,47,129
Lauderdale,40,424,44,001,46,219
Lawrence,36,191,37,809,42,275
Leake,34,110,34,488,39,087
Lee,44,363,48,080,51,703
Leflore,38,631,43,521,48,265
Lincoln,39,236,41,755,44,688
Lowndes,40,592,44,039,47,137
Madison,65,464,69,925,73,485
Marion,38,807,40,203,43,035
Marshall,36,435,39,947,43,724
Monroe,37,602,40,976,44,332
Montgomery,35,009,38,639,41,252
Neshoba,37,989,39,519,43,915
Newton,35,654,36,925,41,367
Noxubee,35,266,38,306,44,360
Oktibbeha,34,454,36,768,38,463
Panola,34,489,38,751,42,074
Pearl River,38,224,40,667,43,214
Perry,34,208,37,403,40,243
Pike,31,391,34,320,37,461
Pontotoc,35,400,38,936,41,866
Prentiss,32,094,34,953,37,701
Quitman,31,506,36,525,41,682
Rankin,45,496,48,595,51,235
Scott,31,765,32,961,37,792
Sharkey,36,950,44,102,50,467
Simpson,38,405,40,004,44,174
Smith,39,661,40,309,46,337
Stone,34,653,37,262,39,547
Sunflower,29,664,33,938,37,950
Tallahatchie,31,982,36,529,41,558
Tate,38,141,41,180,44,749
Tippah,38,433,42,300,44,301
Tishomingo,35,811,38,796,41,457
Tunica,33,864,39,893,41,904
Union,35,412,38,697,41,155
Walthall,33,551,35,664,39,169
Warren,41,184,44,905,48,214
Washington,36,815,41,701,45,319
Wayne,37,296,38,401,43,439
Webster,39,308,42,236,44,543
Wilkinson,30,188,34,316,36,890
Winston,37,305,39,796,43,238
Yalobusha,36,651,39,591,41,761
Yazoo,28,399,34,042,36,515
Missouri,49,001,52,108,55,325
Adair,33,223,35,904,37,898
Andrew,44,650,47,612,50,693
Atchison,44,786,49,644,54,179
Audrain,37,613,41,328,44,319
Barry,36,511,38,718,41,248
Barton,35,273,40,842,42,329
Bates,40,670,44,537,46,821
Benton,38,951,40,715,43,097
Bollinger,38,100,41,916,44,552
Boone,49,251,51,723,54,522
Buchanan,40,780,43,594,46,362
Butler,36,123,40,610,43,194
Caldwell,39,967,42,976,45,802
Callaway,40,115,43,671,46,191
Camden,42,487,46,149,53,779
Cape Girardeau,43,856,46,449,48,732
Carroll,47,192,51,232,54,784
Carter,38,969,42,787,45,237
Cass,48,865,51,409,54,020
Cedar,31,770,34,960,36,748
Chariton,44,366,48,933,51,590
Christian,42,877,45,374,48,509
Clark,36,830,40,770,43,325
Clay,49,328,52,450,56,118
Clinton,42,840,46,082,48,730
Cole,48,294,52,134,54,941
Cooper,39,949,44,416,47,383
Crawford,37,178,40,033,43,192
Dade,35,396,38,902,42,127
Dallas,34,321,36,355,38,983
Daviess,33,034,36,377,37,739
DeKalb,34,261,36,198,38,366
Dent,35,734,39,091,41,420
Douglas,32,368,35,738,37,992
Dunklin,36,417,39,435,43,809
Franklin,46,380,49,094,51,952
Gasconade,40,633,43,585,45,866
Gentry,45,703,49,591,50,953
Greene,45,900,48,134,51,220
Grundy,34,882,38,424,40,504
Harrison,37,241,41,726,43,767
Henry,41,931,45,715,48,924
Hickory,33,430,36,800,38,100
Holt,50,637,56,930,58,888
Howard,40,891,44,142,46,854
Howell,35,728,38,446,40,358
Iron,35,263,38,593,41,182
Jackson,46,644,49,915,53,112
Jasper,39,842,41,265,43,859
Jefferson,44,193,46,665,49,392
Johnson,37,599,40,141,46,526
Knox,37,209,41,419,42,987
Laclede,36,383,39,088,41,266
Lafayette,42,782,46,053,49,491
Lawrence,35,094,37,596,39,889
Lewis,35,602,38,514,41,823
Lincoln,42,511,45,097,47,686
Linn,39,614,43,234,45,966
Livingston,39,106,43,802,46,069
McDonald,29,020,31,657,35,275
Macon,41,152,44,838,47,691
Madison,36,166,39,546,41,068
Maries,36,105,39,120,41,212
Marion,41,063,44,348,47,304
Mercer,32,105,35,568,37,104
Miller,37,824,41,385,43,510
Mississippi,31,911,36,534,39,424
Moniteau,38,417,43,446,46,530
Monroe,41,106,43,467,47,215
Montgomery,41,856,46,685,49,923
Morgan,41,617,44,776,47,637
New Madrid,37,247,43,079,49,093
Newton,39,711,42,442,45,190
Nodaway,33,241,37,241,39,258
Oregon,37,005,40,775,42,966
Osage,46,003,49,948,52,701
Ozark,33,351,36,728,38,401
Pemiscot,36,126,40,570,46,840
Perry,42,747,45,738,48,474
Pettis,37,712,40,827,43,693
Phelps,39,464,42,213,44,205
Pike,36,936,40,344,42,546
Platte,58,704,60,838,63,771
Polk,36,178,38,301,41,119
Pulaski,41,300,43,973,44,759
Putnam,36,103,39,446,41,629
Ralls,40,326,44,503,47,714
Randolph,38,661,43,507,46,164
Ray,42,782,45,644,48,843
Reynolds,36,189,40,045,43,066
Ripley,37,947,42,565,45,666
St. Charles,55,706,58,134,61,752
St. Clair,31,316,34,466,36,671
Ste. Genevieve,41,160,44,215,46,578
St. Francois,35,222,37,971,40,227
St. Louis,73,575,77,419,81,829
Saline,37,351,41,697,44,067
Schuyler,32,969,37,161,38,544
Scotland,35,776,41,903,45,092
Scott,41,226,44,714,47,750
Shannon,34,946,38,917,41,200
Shelby,38,989,43,499,48,578
Stoddard,37,698,40,868,45,554
Stone,41,537,44,432,46,852
Sullivan,38,969,44,289,44,139
Taney,37,777,40,130,42,600
Texas,30,579,34,186,35,346
Vernon,36,058,40,312,42,332
Warren,44,910,47,227,50,001
Washington,31,927,34,830,37,238
Wayne,35,865,39,972,42,678
Webster,34,607,37,195,39,976
