SizeRank,RegionName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,2000 Avg.,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023
0,California,189409.74,190041.6626,190887.6668,192721.0839,194843.6646,197131.8077,199556.7322,202101.2442,204668.9821,207107.7098,209507.9914,211847.5286,199152.1512,213829.5829,215788.3549,217989.7924,220719.4835,223455.1078,225951.3755,228297.7678,230567.1827,232779.3957,234857.9921,236821.9988,238661.7797,240156.3122,241669.3306,243426.6605,245781.5595,248527.5445,251578.0857,255108.3732,258924.8705,262793.3212,266477.5311,270086.2086,273638.3494,276781.579,279707.373,282797.6435,286386.1318,290373.0005,294076.9083,297977.084,302091.4759,306658.9028,311125.4192,315424.2781,319568.0937,323838.7967,328639.5277,334121.5766,340410.5098,347645.0557,355711.922,363987.4768,371923.7718,379466.0658,386716.0872,393118.7828,399311.9547,404839.1739,410813.6958,417078.3827,424148.3912,431027.4791,437408.6687,443496.1538,449658.0308,455839.7794,461912.35,466850.8455,471230.1352,474878.8853,478149.7997,481283.4795,484109.315,486894.8161,488819.8028,489571.1756,489620.4988,488617.3357,487439.4052,486174.4832,485057.6341,484148.8916,483078.2718,481562.6075,479603.0554,476536.553,472992.7606,468442.2464,463672.4407,458296.1926,452648.425,446944.6802,440837.1873,434761.6086,427641.0281,419123.0789,409119.4808,398468.6069,388096.5614,377562.2095,367392.6686,357983.4731,349851.4902,342015.4099,334562.3763,327598.1958,322477.1038,318224.5661,314286.0483,310503.0028,307244.676,304838.2321,302837.6706,301257.2628,300433.6487,301319.6719,303257.5208,305233.0452,306088.593,307195.298,308561.3574,310066.5932,310128.2859,309131.0245,307309.5108,305433.8766,303398.5461,301614.7743,300345.8353,299338.6631,298345.0817,296874.9872,295320.3062,293004.6687,291134.6588,289524.8242,287764.2546,285681.625,283443.1878,282354.6189,281650.7227,281298.156,280776.5216,280231.9301,279904.8806,280197.4925,281319.6245,282905.1444,285430.1533,288885.6197,293339.2089,298219.5778,303410.2735,308218.0564,312406.3,315913.2478,320017.1195,325682.8643,332575.2763,339566.603,346272.553,352875.5332,359418.4757,364894.6777,369318.8185,372527.7843,375166.6948,377598.3466,380590.9718,383835.0386,386474.1022,388177.4247,389705.4949,392301.685,395624.1125,399291.0786,402602.5833,405563.9706,408108.9643,410249.6555,412346.2892,414663.6308,416989.7372,418741.7416,419877.8213,420865.0722,422078.4536,423064.8213,423983.6322,427295.5377,432902.417,439236.6937,443963.1128,447058.9394,449810.3882,450886.3856,450680.5994,449162.4593,448675.3218,449550.2185,452068.4016,457005.9796,463536.649,470590.3172,476383.4981,480681.8678,484422.7077,486281.2969,487887.9762,489556.9293,493081.7595,496962.1368,501514.0307,506624.9888,512179.1882,517161.253,521228.8801,525028.7319,528192.3969,531027.335,534074.3949,537534.8041,541339.2425,544099.8025,545721.2026,545313.6248,543769.7386,542118.6099,541323.5601,540970.034,540862.1716,541578.3104,543574.9109,546495.3629,549867.4271,553537.281,557259.1969,560201.3758,562558.4248,564874.6721,567088.3088,567507.9684,566504.0294,566845.8059,571053.5427,579573.2527,590225.0598,602226.1567,614034.3199,623814.8553,632098.0748,639475.4995,648650.0347,659378.8288,670662.4279,681027.6208,688097.3372,692863.7386,697035.1635,702786.2507,709921.6606,720128.6116,733413.6269,749601.1417,764316.4661,775387.4811,781245.1365,781447.7141,776462.4102,768612.0088,761629.5402,756156.4549,750665.2175,743173.1243,736723.8309
1,Texas,104434.2629,104487.3383,104512.183,104645.517,104729.8823,104825.0346,104882.7032,105070.7029,105321.3231,105594.7796,105909.5998,106256.5616,105055.824,106460.3094,106425.1854,106213.486,106087.942,106126.2288,106250.5718,106397.137,106529.5717,106668.0997,106811.9567,106917.871,107002.165,107034.2062,107115.307,107319.2846,107672.4332,108088.6117,108553.5141,109026.1983,109527.6217,109970.842,110353.7339,110677.8527,110955.4014,111165.2833,111303.1587,111453.1101,111635.4319,111846.4057,112061.3996,112272.8593,112512.5771,112730.2247,112952.9855,113113.9454,113248.9967,113582.6874,114347.462,115557.0949,116761.4109,117752.8361,118393.322,118993.469,119538.328,120153.0162,120723.2635,121239.6797,121691.1546,122167.782,122568.3076,122923.162,123239.3726,123579.1446,123956.3939,124289.126,124600.8698,124907.0216,125157.4579,125449.8967,125688.6428,125881.5036,126076.9164,126317.0338,126703.456,127230.153,127816.0257,128401.7359,128926.0286,129475.8301,130155.3761,130804.4455,131455.2203,131799.1548,131939.2957,131924.0998,132125.3128,132492.1993,132976.086,133411.0187,133876.7135,134332.4577,134755.4269,135104.4343,135429.304,135298.4505,134924.2988,134371.0313,134084.1978,133879.4463,133694.6199,133540.8584,133212.5711,132740.6136,132180.801,131639.4987,131137.6579,130679.1524,130431.8982,130330.4782,130313.5431,130313.8507,130290.0693,130302.5342,130199.1407,130061.2483,129875.4013,129918.3811,130040.5385,130102.6328,130094.2131,130122.6989,130292.9727,130489.5682,130538.2541,130315.0188,129876.5929,129356.0571,128828.6568,128281.7064,127806.7122,127392.4373,126952.7378,126522.5906,126106.7947,125780.6904,125444.8093,125260.8613,125152.9458,125116.3188,125012.9067,124818.9975,124591.642,124487.9311,124639.3661,124916.7767,125213.2714,125547.1182,125987.8949,126466.9517,126806.8414,127089.7831,127372.6444,127719.2262,128087.9318,128581.6238,129192.6096,129911.0433,130610.8518,131421.5755,132390.4931,133319.537,134216.5174,134907.4915,135689.801,136409.2113,137217.3524,138190.4297,139306.4465,140452.2739,141441.4803,142425.913,143419.5332,144551.077,145577.8873,146491.6752,147154.3864,147974.0331,148914.6468,150066.5862,151250.7599,152409.4845,153506.8616,154568.3251,155618.9603,156701.5583,157829.9976,159008.3296,160212.0721,161285.6023,162381.0118,163534.1151,164713.9889,165582.721,166419.7561,167245.992,168221.3959,169040.873,169840.3394,170758.4483,171763.8745,172885.8901,173968.2412,175014.8191,175946.7868,176930.8245,178042.4121,179053.2545,179973.4621,180692.9472,181454.8412,182228.7624,183145.9677,184139.9701,185233.3908,186306.7752,187275.0691,188374.8687,189383.1968,190434.2944,191253.259,192214.978,193095.7768,193964.0142,194637.5717,195398.8637,196242.9717,197096.6557,197868.8157,198562.5781,199149.645,199667.4324,200155.563,200672.2694,201298.5881,201975.3048,202853.9765,203875.1193,204981.533,206128.9145,207261.2531,208392.4694,209207.9205,209526.4501,209724.3879,210398.0499,211792.9373,213868.001,216188.1027,218835.296,221414.0202,224170.7215,227138.0851,230494.6086,234184.9142,238394.366,242895.8625,247170.4675,250575.3293,253185.6069,255760.9258,258955.0002,262579.0331,267255.7423,272412.3235,278223.7676,283899.936,289156.0828,293754.1507,296536.166,297397.1529,296724.3178,295787.5325,294811.6567,293301.5273,292007.125,291193.5246
2,Florida,108019.7116,108261.554,108549.8563,109127.4677,109744.9778,110369.7871,110999.2745,111639.8725,112307.8543,112996.2425,113711.2293,114445.3724,110847.7667,115115.9214,115780.2659,116467.6747,117271.1703,118141.8944,119051.1843,120023.6618,121052.0808,122111.8107,123174.6658,124198.764,125206.0042,126116.2699,126954.2927,127775.0034,128696.1979,129706.2501,130762.7012,131835.1623,132979.8335,134108.7111,135242.2907,136318.8333,137477.3188,138615.4117,139785.7215,140986.9035,142321.1875,143727.2344,145131.3311,146531.9717,147979.6489,149486.4167,151022.1253,152532.1882,153988.5013,155376.9868,156751.4683,158251.4296,159973.3603,161989.7757,164286.7404,166846.4922,169673.3726,172537.3317,175283.3213,177855.0007,180469.9061,183155.6914,186018.9504,189228.2232,193010.2806,197223.1702,201813.5929,206733.7882,211843.1659,216852.5289,221482.1717,225803.4084,229891.0254,233653.4311,237131.8408,240700.726,244657.5482,248450.0617,251615.6234,253766.2138,255163.1667,255720.906,255686.8104,255256.7976,254464.2353,253480.6142,252463.2651,251349.6051,250103.0532,248464.6679,246335.1131,243679.8009,240689.0642,237625.5478,234455.6887,231176.5101,227822.1851,224257.8174,220744.2322,217014.826,213378.998,209431.0151,205587.4744,201641.2646,197559.3768,193436.7591,189270.6067,185142.3411,181163.524,177404.9523,174090.5456,170994.2609,167895.5733,164902.8937,162044.0195,159644.2892,157445.744,155433.1333,153732.4781,152631.3648,151837.0295,151232.6679,150702.637,150352.9754,150040.1166,149615.8666,148962.2421,148027.5296,146843.4707,145523.9152,144159.1514,142755.6729,141400.3074,140034.2467,138740.2807,137424.2754,136140.091,134856.0991,133697.7053,132636.0528,131795.8282,131154.6791,130769.4453,130545.8409,130422.7909,130408.7954,130509.1689,130696.51,131069.9407,131531.5615,132149.8658,132769.4367,133339.1548,133943.2153,134677.3362,135714.3389,137106.1878,138677.8468,140274.7041,141903.888,143618.0999,145582.2648,147541.543,149447.9477,151278.8632,153038.7004,154904.0696,156580.108,158308.0137,159940.3414,161649.5023,163234.3167,164614.2732,165961.5409,167061.7411,168201.1847,169182.9271,170220.2267,171113.6385,172216.9477,173527.8914,174965.8094,176253.3896,177399.3016,178555.6673,179872.5912,181215.297,182725.9416,184287.7626,186005.4473,187788.9961,189520.5124,191130.2073,192649.6305,194098.7506,195406.8177,196776.9694,198171.5775,199673.5471,201017.938,202390.0514,203935.0204,205612.9031,207146.9106,208446.1771,209632.4863,210976.2613,212528.3013,214179.3431,215649.545,217145.6564,218540.9385,220067.5338,221557.0149,223153.7177,224789.5626,226484.5833,228023.2818,229381.9863,230745.2686,232101.2055,233520.4666,234750.1122,236258.9924,237745.8641,239241.1007,240502.7865,241812.6346,243209.9217,244451.5988,245585.7209,246379.4934,246993.9803,247354.9054,247838.582,248444.1398,249245.4835,250045.4494,251090.8771,252496.4153,254211.5768,256257.7305,258226.7516,260003.6497,261167.2385,261604.4925,261906.7084,262680.1721,264501.6145,267333.2495,270626.648,274423.3258,278184.366,282190.2342,286272.0323,290579.8846,295213.6526,300557.9144,306912.7985,313318.9819,319032.3612,323706.6431,328318.978,333501.7701,339114.705,346268.1531,354642.86,364394.0199,374130.6237,383089.9848,390799.7714,396019.2548,398534.7743,398620.8155,397908.7148,396954.8267,395281.0103,393490.0454,392093.6481
3,New York,125003.6681,125421.3976,125828.4169,126710.606,127629.8002,128627.6676,129508.8234,130278.7865,130952.1876,131678.0005,132565.5694,133545.3701,128979.1912,134478.0264,135233.7482,135901.2997,136607.0815,137411.3978,138314.6208,139277.1801,140286.8392,141278.6862,142322.4579,143416.6947,144577.045,145702.2991,146729.3766,147609.1066,148500.432,149451.4304,150547.1252,151724.5126,153024.0781,154357.8664,155687.278,156995.5208,158358.5244,159681.2841,160940.094,162244.8929,163527.6815,164836.6589,166135.6574,167489.7829,169076.768,170847.2128,172692.8433,174289.172,175709.7517,177074.1943,178360.2596,179420.4531,180488.323,181757.6184,183346.3456,185123.3151,186952.3452,188836.8581,190665.0991,192507.0298,194270.5489,195955.9916,197593.7485,199068.7138,200622.6692,202273.1947,204011.5219,205838.7684,207752.548,209762.4587,211797.0642,213635.313,215440.6717,217006.9212,218424.1478,219644.89,220738.3019,221772.5023,222812.9402,223796.5346,224699.4044,225313.8998,225797.8119,226108.0979,226392.3817,226618.1876,226792.7168,226995.8195,227049.9573,227189.7556,227253.772,227348.0908,227464.8599,227494.0047,227662.9471,227824.4503,227913.0327,227967.0537,227852.9307,227755.5963,227491.1816,227077.8903,226466.2375,225653.1332,224742.2421,223712.3655,222464.1721,221095.2294,219801.2208,218626.0358,217654.2114,216801.5287,216115.043,215460.9124,214764.1107,214043.3261,213281.8222,212641.1163,212149.5753,211838.6919,211647.2606,211489.7682,211491.4572,211591.4737,211972.1088,212384.1307,212860.8213,213119.4602,212976.81,212456.2742,211589.0294,210735.4712,209909.7665,209348.0583,208902.149,208580.2897,208160.3602,207728.1128,207121.4792,206534.55,205948.603,205409.2511,204877.1401,204311.9622,203835.2283,203423.2404,203289.4008,203468.5142,203795.5129,204058.628,204167.3222,204177.221,204040.8545,204043.1862,204002.9877,204119.666,204299.5532,204887.7137,205715.169,206516.8782,207209.0377,207850.923,208690.1834,209465.6406,210207.9541,210766.6063,211408.9515,211969.5789,212479.1734,213028.0485,213684.328,214564.6486,215458.3937,216436.9753,217072.5806,217562.4477,217888.6263,218367.2758,218733.2142,219240.6616,219780.5641,220384.0703,220929.7897,221355.4894,221809.1202,222410.8421,223084.958,223910.6945,224949.7104,226353.0488,227889.3323,229204.977,230323.28,231268.9655,232082.8996,232516.596,233075.9216,233781.3434,234845.8052,235659.7935,236257.8476,236751.2729,237457.8746,238524.7946,239972.6268,241367.8703,242597.5356,243589.4487,244922.7192,246270.5225,247572.3883,248689.4746,249895.5172,251149.8969,252491.0921,253576.2905,254412.1096,254767.3249,254814.2064,255445.8032,256671.8461,258816.1456,260983.5817,263458.0913,265717.3121,267647.8373,268884.9016,269844.1438,270673.1675,272011.0585,273736.3462,275773.7655,277504.4866,278693.1081,279892.2175,281093.9959,282486.0617,283492.3165,284538.5852,285835.7525,287368.3269,289185.2168,290945.6985,292726.1299,294293.6632,295466.62,296230.4543,296980.625,298398.1812,301201.1504,305052.1784,309813.8914,314913.3785,319771.168,324676.6655,329186.0853,333630.5052,338280.7769,343236.4117,347644.6111,350670.9216,352355.5627,353996.3586,356154.1141,358774.4849,362273.4498,366413.6814,371594.5677,377087.9488,382523.6828,387841.0742,391728.9782,393610.9624,393361.6097,392566.7012,391803.8049,390579.1969,390521.4093,391472.7047
4,Pennsylvania,87897.053,88082.86895,88259.71393,88618.13626,88984.13079,89357.85363,89754.08075,90134.42564,90521.44364,90892.28999,91303.08778,91729.67487,89627.8966,92151.92518,92536.04181,92920.09696,93331.48449,93724.72448,94126.77849,94558.46261,95033.89061,95514.40707,95956.6735,96406.30056,96831.8466,97254.41129,97673.5079,98109.52383,98589.28768,99113.10691,99690.9949,100338.7464,101070.2502,101827.9236,102570.4129,103207.8138,103813.5344,104392.9384,104975.7349,105532.5175,106122.0234,106846.663,107723.9327,108687.9767,109616.2392,110528.4162,111389.4274,112167.9412,112859.0535,113472.1291,114182.5778,114896.545,115690.4799,116627.7317,117733.5752,119030.5794,120290.5824,121551.7011,122653.8375,123773.8083,124864.9269,125981.7491,126888.6753,127758.0694,128708.5973,129847.3157,131165.9912,132576.415,134056.5708,135445.8859,136711.9028,137873.845,138966.1386,139939.6359,140788.896,141586.667,142429.6758,143372.7248,144404.5806,145356.185,146126.4718,146665.185,147090.7611,147434.6116,147726.5624,148020.026,148368.4853,148803.0244,149206.0299,149589.4042,149880.5148,150192.2972,150423.1347,150544.5465,150624.14,150720.2137,150796.0918,150763.2686,150739.1897,150680.6363,150631.5499,150447.2778,150159.6072,149654.6719,148991.5347,148289.2087,147680.5411,147107.0185,146488.8594,145856.9974,145443.1409,145235.6283,145109.4878,144889.5034,144592.4162,144269.926,143892.7768,143537.3416,143292.0289,143241.8256,143319.2386,143541.0455,143850.3103,144283.7129,144707.0699,144991.562,145048.6132,144837.7148,144428.1912,143814.7247,143087.0755,142284.146,141525.2256,140865.6086,140327.6937,139915.4683,139475.7774,138972.0366,138329.001,137689.8002,137157.4569,136777.5387,136461.5891,136145.1999,135835.2432,135566.4571,135509.996,135812.81,136262.5411,136707.0233,136912.5867,137025.3324,136954.3168,136895.0191,136800.1621,136766.8862,136773.2433,136834.7454,136898.9895,137138.2905,137575.7955,138218.7967,138795.5012,139029.7158,139172.3418,139177.7029,139436.329,139628.9912,139871.1191,140067.1442,140261.3208,140492.9918,140840.7684,141337.2413,141826.1123,142322.8812,142586.1472,142652.3283,142403.7496,142285.2461,142338.2145,142478.482,142582.8552,142811.0472,143241.0584,143834.4819,144376.5527,145014.4092,145733.4938,146443.1142,146998.1959,147308.4234,147695.9227,148201.1049,148711.2635,148776.0631,148779.9221,148976.2799,149460.6224,149859.2798,150262.303,150772.0031,151405.7349,151991.2907,152651.1174,153237.096,153764.7146,154201.2577,154715.6624,155269.3567,155836.2872,156420.7542,157049.7958,157736.6456,158544.1626,159470.6737,160389.3374,161228.0706,161972.3912,162989.0388,163960.253,164756.6961,165210.5903,165659.5625,166155.7293,166621.3604,166916.6476,167239.1672,167646.8598,168329.8736,169314.162,170330.9947,171156.0113,171707.2577,172317.9977,173018.934,173775.0227,174474.7136,175330.3034,176387.8633,177532.2503,178638.0292,179832.2718,181131.1401,182576.0104,183500.1915,184017.1068,184554.8614,185788.3059,188041.9145,190759.5763,193947.082,196953.6389,199748.6084,202470.5811,205258.3908,208085.2353,210911.2552,213886.0878,216035.6955,216866.6563,216152.819,215602.8353,215772.1336,216792.8379,219244.5647,222798.9741,227213.259,231164.7631,234195.283,236537.5358,237480.6122,237387.3863,236580.1374,236404.4026,236700.4259,236978.9479,237499.7963,238134.096
5,Illinois,110455.7595,110544.297,110734.0574,111182.4058,111712.6246,112309.9386,112959.3825,113878.0017,114955.404,116206.113,117154.2897,117904.8075,113333.0901,118430.2504,118970.19,119556.5741,120156.8077,120870.9977,121624.957,122399.8305,123340.6085,124421.4,125674.9936,126624.7425,127320.6892,127789.859,128356.7103,129052.2124,129702.5522,130391.0048,131074.1403,131900.7129,132946.0923,134099.3433,135348.5751,136215.8274,136967.1116,137555.5246,138302.2628,139018.4886,139813.6201,140561.3477,141296.8467,141999.2277,142983.3947,144190.71,145530.9074,146543.9489,147329.9395,148037.7828,148825.9842,149641.7018,150545.6161,151558.673,152725.1077,153859.2161,155101.8945,156306.2608,157615.0483,158732.696,159824.8717,160738.6818,161751.1829,162768.7003,163884.7065,165027.1893,166182.6063,167293.532,168508.6662,169898.1972,171413.8407,172623.75,173656.777,174556.1098,175549.063,176563.7334,177471.3955,178384.6538,179052.8697,179568.1998,179954.8904,180266.2732,180512.8574,180737.435,181033.5299,181483.4389,181925.8132,182278.5147,182443.7146,182468.8012,182363.9479,182118.8098,181802.2838,181308.8038,180756.5963,180170.8211,179479.3986,178729.6358,177308.9025,176615.1049,175363.4026,174878.7684,173418.4217,172424.2608,170627.1516,169073.8912,167010.1702,165073.7558,162831.5582,160422.5758,158495.2481,156617.5978,155397.3167,153971.2762,152805.0636,151668.3732,150629.0511,149252.2768,147928.4465,146663.0993,146018.3547,145384.4265,145065.9851,144363.9048,144452.7336,144213.5784,144522.3975,143559.4384,142700.502,141312.6849,140181.8383,138630.2773,137114.9035,135751.1638,134679.0888,133899.8713,132962.5151,132249.9079,131349.7526,130820.5224,130074.1737,129357.1542,128131.3414,127132.0179,125892.3421,125088.2976,124312.0263,123923.2586,123642.0734,123488.2823,123612.8656,123913.3092,124122.0376,124276.1326,124243.7329,124096.8257,123946.4541,124019.0343,124486.9396,125158.361,126109.5663,126960.0544,127984.8813,128857.9591,129981.465,130980.915,132217.7893,133281.7524,134322.5843,135101.7263,135905.3815,136564.318,137252.4455,138020.9948,138879.0817,139800.032,140542.3905,141074.2936,141388.6093,141701.6604,142063.7687,142307.773,142338.4103,142548.0959,142943.7763,143688.2111,144322.6737,144974.1147,145566.8247,146265.1317,147207.339,148089.3968,148940.1375,149747.1236,150607.3053,151201.3129,151732.9412,152260.4146,152899.7079,153246.8186,153531.3694,153785.771,154355.2643,155008.3169,155898.1257,156818.9256,157858.9392,158983.7505,159916.7497,160613.2279,160892.5578,161089.1522,161317.8177,161929.1307,162762.7398,163790.1791,164822.0513,165931.1938,166910.9113,168021.6682,168825.7358,169482.4164,169552.3221,169714.075,169712.1756,169900.435,169964.9678,170235.9986,170704.7856,171552.1,172744.3848,173898.8626,174797.9035,175226.8032,175474.3295,175462.8709,175495.3282,175394.3437,175564.5533,175948.5635,176630.6245,177613.8694,178829.0434,180102.5044,181138.2216,181512.5704,181496.6501,181497.3088,182203.4381,183932.9463,186188.7259,188847.0784,191366.5148,193871.1083,196518.2051,199191.1312,201763.6473,204146.2969,206638.5361,208868.8981,210393.6234,211009.9038,211587.6506,212657.1847,214390.8404,217148.4866,220803.7319,225154.4789,229178.8596,231962.2195,233889.7727,234386.7698,233990.4244,232721.9149,231896.5075,231444.3093,231057.6766,231464.095,232421.3043
6,Ohio,95598.0403,95658.71795,95746.73848,96005.63302,96401.23248,96895.25667,97386.27461,97863.44858,98332.96227,98786.74069,99229.84356,99651.33017,97296.35156,100044.2817,100357.2479,100645.1984,100926.8512,101232.1734,101535.8567,101876.708,102253.836,102638.4467,103007.6286,103342.1877,103645.0447,103901.5553,104110.6636,104308.1662,104506.1631,104741.7713,105008.4723,105320.5903,105649.0345,105980.8397,106315.665,106661.9798,107004.8612,107316.4282,107600.6704,107856.5202,108122.0228,108409.3244,108755.6711,109153.9191,109619.0625,110094.1537,110558.6041,110946.8405,111293.5562,111586.1711,111884.0731,112184.5849,112477.1553,112782.2534,113101.948,113462.2668,113799.072,114123.6797,114429.8302,114742.1509,115036.8668,115351.4551,115683.9353,116024.6824,116345.2731,116622.0986,116897.9449,117156.0824,117437.1262,117707.8118,117985.2823,118258.6832,118508.015,118711.9068,118875.4614,119025.1652,119181.5726,119339.3492,119479.395,119603.2518,119681.4758,119704.6556,119683.6623,119608.277,119488.0124,119356.8986,119274.9171,119157.702,119026.6,118874.1364,118734.9844,118548.1091,118326.0809,118157.6499,117957.6169,117629.334,117213.3343,116775.0989,116354.961,116010.4067,115709.9261,115464.9283,115189.2209,114920.6151,114603.2375,114227.2565,113737.4711,113245.1387,112655.6507,111973.8762,111228.1641,110557.782,110091.1734,109767.6717,109483.3706,109138.9243,108761.8484,108413.3408,108163.653,107913.5045,107702.0066,107495.8052,107447.5312,107427.4174,107473.8833,107480.7993,107440.1789,107221.1415,106891.6417,106447.415,105945.6061,105354.7073,104709.3867,104098.2967,103523.6931,103071.4998,102612.6446,102167.8113,101733.7315,101430.2023,101204.7264,100969.0408,100680.3302,100373.0076,100104.7474,99791.58413,99600.19399,99636.55265,99885.48174,100202.8194,100420.615,100627.5448,100677.4104,100787.8605,100891.5178,101040.356,101160.0414,101333.2547,101582.7597,102024.7863,102632.7296,103403.1522,104092.0451,104653.2544,105188.4618,105637.1827,106058.1643,106196.6651,106326.9929,106330.3991,106419.4225,106526.181,106876.1705,107518.9916,108227.2175,108889.3745,109307.3171,109536.9153,109506.1452,109537.6463,109742.7897,110107.8742,110477.5187,110887.2044,111412.7479,112089.9524,112752.533,113448.1687,114164.9339,114843.6254,115476.1761,115867.0989,116341.0299,116979.6911,117784.5995,118304.5479,118633.4167,118867.9473,119269.2981,119537.9806,119812.2346,120143.1176,120654.3755,121201.3775,121786.335,122337.1431,122828.7126,123325.4718,123892.9021,124475.6308,125060.6968,125660.2987,126296.8298,126875.3351,127484.1472,128188.9269,128919.3497,129548.7098,130083.8342,130829.442,131602.9613,132411.826,132966.3479,133597.8384,134206.3169,134928.7815,135514.5765,136222.0465,136930.0045,137787.7006,138775.868,139806.1043,140617.1171,141143.8168,141642.1537,142181.5174,142692.2372,143120.8965,143687.7468,144490.4681,145361.5332,146360.0494,147427.6046,148618.8662,149690.9091,150408.1197,150951.1474,151716.0557,153127.1504,155266.7718,157845.4161,160652.8145,163274.507,165622.0919,167867.7408,170173.731,172597.1997,175101.9632,177655.4824,179389.598,179880.9483,179304.3447,178940.5477,179259.0047,180056.5503,182183.4846,185357.7289,189264.9619,192846.8771,195720.2186,198305.4149,199765.3423,200342.7186,200057.3982,199881.3867,199869.7365,199930.9995,200318.8299,200943.1731
